"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"Principal Government & High Qual Bd R2","","FSUSA007NH","0C00001Z52","Principal Funds","BN000009RO","Principal","2008-12-15","","2021-03-01","Merged","Principal Government & High Qual Bd R3","US7425535488","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Principal Global Investors LLC","United States","Bryan C. Davis;Zach Gassmann;","No","CMPGX","Principal Government & High Qual Bd A","No","","No","No","","","-636,166.77","-2,119,500.83","","","","4,116,615.00","4,000,483.00","4,313,931.00","4,204,286.00","4,304,151.00","4,178,242.00","4,203,769.00","4,341,839.00","4,360,830.00","4,331,509.00","4,266,979.00","3,862,196.00","3,255,246.00","3,063,045.00","2,387,705.00","2,109,133.00","2,011,684.00","2,161,113.00","2,179,226.00","2,201,575.00","2,127,450.00","1,883,768.00","1,865,703.00","1,802,714.00","1,868,963.00","1,681,071.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIMCO Long-Term US Government D","","FSUSA001ZD","0C00004ALK","PIMCO","BN000009NK","PIMCO","2014-10-31","","2018-03-23","Merged","PIMCO Long-Term US Government A","US6933911876","","","","","Open-End Fund","Taxable Bond","US Fund Long Government","No","No","No","","Pacific Investment Management Company, LLC","United States","Stephen A. Rodosky;Michael Cudzil;","No","PGOVX","PIMCO Long-Term US Government Instl","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidelity® Long-Term Trs Bd Idx Instl","","FSUSA06IQT","0C00001YR0","Fidelity Investments","BN000008QX","Fidelity","2017-10-04","","2018-11-02","Merged","Fidelity Long-Term Trs Bd Index","US31635V2328","","","","","Open-End Fund","Taxable Bond","US Fund Long Government","Yes","No","No","","Fidelity Management & Research Company LLC","United States","Brandon C Bettencourt;Richard Munclinger;","No","FNBGX","Fidelity Long-Term Trs Bd Index","Yes","FMR Investment Management (U.K.) Limited;Fidelity Management & Research (Japan) Limited;Fidelity Management & Research (HK) Ltd;","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MS Long Duration Govt Opportunities B","","FSUSA000J2","0C000008HA","Morgan Stanley","BN000009H1","Morgan Stanley","1984-06-29","","2019-07-29","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Long Government","No","No","No","","Morgan Stanley Investment Management, Inc.","United States","Alexander Payne;Andrew Szczurowski;","No","USGDX","Morgan Stanley Long Duration Govt Opps I","No","","No","No","","","","","","","","280,625,192.00","277,289,598.00","13,723,600.00","746,255.00","136,110.00","92,999.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIMCO Long-Term US Government Admin","","FSUSA001ZD","0C00004ALK","PIMCO","BN000009NK","PIMCO","1997-09-23","","2022-03-18","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Long Government","No","No","No","","Pacific Investment Management Company, LLC","United States","Stephen A. Rodosky;Michael Cudzil;","No","PGOVX","PIMCO Long-Term US Government Instl","No","","No","No","","","-1,598,284.74","-5,227,046.94","-1,589,359.34","","","11,345,590.00","11,169,810.00","11,253,459.00","10,758,386.00","12,272,421.00","12,591,236.00","12,632,051.00","14,466,892.00","14,292,208.00","11,763,511.00","11,719,137.00","11,601,844.00","12,216,559.00","13,514,466.00","14,514,741.00","11,265,157.00","11,006,360.00","10,832,276.00","12,323,604.00","11,517,995.00","10,708,479.00","10,011,956.00","10,198,022.00","8,267,009.00","7,843,919.00","7,177,853.00","6,672,259.00","6,752,756.00","6,680,674.00","6,403,553.00","6,645,631.00","6,548,474.00","6,303,404.00","6,354,258.00","6,506,649.00","6,190,042.00","5,928,743.00","5,686,919.00","","","","","","","","","","","","","","","","","","","","","",""
"Fidelity® Long-Term Treasury Bd Idx Prem","","FSUSA06IQT","0C00001YR0","Fidelity Investments","BN000008QX","Fidelity","2005-12-20","","2018-11-02","Merged","Fidelity Long-Term Trs Bd Index","US31635V2328","","","","","Open-End Fund","Taxable Bond","US Fund Long Government","Yes","No","No","","Fidelity Management & Research Company LLC","United States","Brandon C Bettencourt;Richard Munclinger;","No","FNBGX","Fidelity Long-Term Trs Bd Index","Yes","FMR Investment Management (U.K.) Limited;Fidelity Management & Research (Japan) Limited;Fidelity Management & Research (HK) Ltd;","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidelity® Long-Term Treasury Bd Idx Inv","","FSUSA06IQT","0C00001YR0","Fidelity Investments","BN000008QX","Fidelity","2005-12-20","","2018-11-02","Merged","Fidelity Long-Term Trs Bd Index","US31635V2328","","","","","Open-End Fund","Taxable Bond","US Fund Long Government","Yes","No","No","","Fidelity Management & Research Company LLC","United States","Brandon C Bettencourt;Richard Munclinger;","No","FNBGX","Fidelity Long-Term Trs Bd Index","Yes","FMR Investment Management (U.K.) Limited;Fidelity Management & Research (Japan) Limited;Fidelity Management & Research (HK) Ltd;","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vanguard Global ex-US Real Est Idx Inv","","FSUSA0AXVD","0C00001YUF","Vanguard","BN00000AAL","Vanguard","2010-11-01","","2019-10-11","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","Yes","No","No","","Vanguard Group Inc","United States","Michael Perre;Scott E. Geiger;","No","VNQI","Vanguard Global ex-US Real Est ETF","No","","No","No","","","","","","","","51,526,957.00","44,428,758.00","45,457,491.00","43,828,669.00","30,837,673.00","30,275,677.00","218,455.00","218,029.00","4,706.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brookfield Global Listed Real Estate I","","FSUSA0BFZ6","0C00008RIA","Brookfield Investment Funds","BN00000BZ3","Brookfield","2011-11-30","","2021-04-30","Merged","Brookfield Global Listed Real Estate I","US1127403038","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Brookfield Public Securities Group LLC","United States","Bernhard Krieg;Brandon Benjamin;Julian Perlmutter;Michael Shoemacher;Richard Sweigard;","No","BLRYX","Brookfield Global Listed Real Estate I","No","","No","No","","","-50,356,367.24","-57,548,842.01","","","","437,467,390.00","443,299,929.00","436,284,127.00","428,448,954.00","426,749,761.00","409,865,375.00","403,071,653.00","410,860,271.00","417,271,925.00","432,438,316.00","425,785,257.00","414,402,486.00","398,272,811.00","364,988,892.00","252,013,860.00","273,487,155.00","276,450,875.00","276,459,541.00","281,612,329.00","288,760,116.00","277,004,574.00","264,570,970.00","291,135,706.00","305,001,941.00","298,494,534.00","310,120,379.00","289,456,883.00","257,591,305.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Voya Global Real Estate R","","FSUSA003BT","0C00001Z4D","Voya","BN00000H8C","Voya","2011-08-05","","2020-02-24","Merged","MainStay CBRE Real Estate R3","US56064L2319","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Voya Investments, LLC","United States","","No","","Voya Global Real Estate A","Yes","CBRE Clarion Securities LLC","No","No","","","-309,990.58","","","","","1,766,289.00","1,746,332.00","1,718,792.00","1,726,244.00","1,721,644.00","1,664,722.00","1,658,112.00","1,665,142.00","1,618,818.00","1,597,216.00","1,579,796.00","1,577,971.00","1,563,443.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lazard Global Realty Equity Instl","","FSUSA09B5S","0C00002YMM","Lazard","BN0000099F","Lazard","2011-09-26","","2019-01-02","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Lazard Asset Management LLC","United States","","No","","Lazard Global Realty Equity Open","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"abrdn International Rl Estt Eq A","","FSUSA000PO","0C00001HPJ","Aberdeen","BN00000N6Y","abrdn","2011-12-30","","2022-08-18","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","abrdn Inc.","United States","","No","","abrdn International Rl Estt Eq Instl","Yes","Aberdeen Asset Managers Ltd","No","No","","","-908.25","-119,276.61","13,268.61","","","146,171.00","144,675.00","152,645.00","150,674.00","149,080.00","168,646.00","166,362.00","166,835.00","170,920.00","177,345.00","174,952.00","165,505.00","165,062.00","156,451.00","127,912.00","141,006.00","138,116.00","127,811.00","134,242.00","140,308.00","21,472.00","21,283.00","28,051.00","24,732.00","24,197.00","24,823.00","25,057.00","39,395.00","40,260.00","39,982.00","40,179.00","40,680.00","38,215.00","39,103.00","37,979.00","38,058.00","36,463.00","35,852.00","36,256.00","33,758.00","33,005.00","30,056.00","28,765.00","","","","","","","","","","","","","","","","",""
"Morgan Stanley Inst Intl Rl Est L","","FSUSA003C2","0C000008HA","Morgan Stanley","BN000009H1","Morgan Stanley","2012-04-27","","2020-07-16","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Morgan Stanley Investment Management, Inc.","United States","Theodore R. Bigman;Michiel te Paske;Sven Van Kemenade;Angeline Ho;Desmond Foong;","No","","Morgan Stanley Inst Intl Rl Est I","Yes","Morgan Stanley Investment Management Co;Morgan Stanley Investment Management Ltd;","No","No","","","5.65","","","","","10,819.00","10,705.00","11,135.00","10,934.00","10,773.00","10,962.00","10,570.00","10,500.00","10,828.00","11,235.00","11,096.00","11,444.00","11,190.00","10,422.00","8,094.00","8,537.00","8,478.00","8,601.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Delaware Global Real Estate Opps C","","FSUSA07I74","0C0000BBEQ","Delaware Funds by Macquarie","BN000009CG","Macquarie","2012-09-28","","2020-08-13","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Delaware Management Company","United States","","No","","Delaware Global Real Estate Opps Instl","Yes","Macquarie Funds Management HK Ltd.;Macquarie Investment Management Global Limited;","No","No","","","-477,114.43","","","","","1,679,200.00","1,503,510.00","1,505,034.00","1,410,054.00","1,390,687.00","1,417,032.00","1,427,287.00","1,485,319.00","1,478,818.00","1,513,726.00","1,333,850.00","1,306,539.00","1,290,262.00","1,164,591.00","856,404.00","884,202.00","868,360.00","766,190.00","694,996.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Delaware Global Real Estate Opps R","","FSUSA07I74","0C0000BBEQ","Delaware Funds by Macquarie","BN000009CG","Macquarie","2012-09-28","","2020-08-13","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Delaware Management Company","United States","","No","","Delaware Global Real Estate Opps Instl","Yes","Macquarie Funds Management HK Ltd.;Macquarie Investment Management Global Limited;","No","No","","","-42,255.88","","","","","56,972.00","56,949.00","56,198.00","57,392.00","57,663.00","59,576.00","34,662.00","33,817.00","24,152.00","25,054.00","25,228.00","25,735.00","26,290.00","24,767.00","16,827.00","15,820.00","16,523.00","16,943.00","2,376.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Voya Global Real Estate R6","","FSUSA003BT","0C00001Z4D","Voya","BN00000H8C","Voya","2014-07-15","","2020-02-24","Merged","MainStay CBRE Real Estate R6","US56064L2236","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Voya Investments, LLC","United States","","No","","Voya Global Real Estate A","Yes","CBRE Clarion Securities LLC","No","No","","","-20,933,397.57","","","","","25,784,601.00","19,836,733.00","20,236,384.00","19,929,711.00","20,028,708.00","20,369,506.00","15,627,489.00","16,078,437.00","15,658,756.00","15,741,959.00","6,060,588.00","6,220,304.00","6,304,351.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oppenheimer Global Real Estate A","","FS00009VMM","0C00001YZF","OppenheimerFunds","BN000009MC","Oppenheimer","2013-03-20","","2018-08-24","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Invesco Ltd (OFI / OppenheimerFunds)","United States","","No","","Oppenheimer Global Real Estate I","Yes","Barings LLC;OppenheimerFunds Inc;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oppenheimer Global Real Estate C","","FS00009VMM","0C00001YZF","OppenheimerFunds","BN000009MC","Oppenheimer","2013-03-20","","2018-08-24","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Invesco Ltd (OFI / OppenheimerFunds)","United States","","No","","Oppenheimer Global Real Estate I","Yes","Barings LLC;OppenheimerFunds Inc;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oppenheimer Global Real Estate I","","FS00009VMM","0C00001YZF","OppenheimerFunds","BN000009MC","Oppenheimer","2013-03-20","","2018-08-24","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Invesco Ltd (OFI / OppenheimerFunds)","United States","","Yes","","Oppenheimer Global Real Estate I","Yes","Barings LLC;OppenheimerFunds Inc;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oppenheimer Global Real Estate R","","FS00009VMM","0C00001YZF","OppenheimerFunds","BN000009MC","Oppenheimer","2013-03-20","","2018-08-24","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Invesco Ltd (OFI / OppenheimerFunds)","United States","","No","","Oppenheimer Global Real Estate I","Yes","Barings LLC;OppenheimerFunds Inc;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oppenheimer Global Real Estate Y","","FS00009VMM","0C00001YZF","OppenheimerFunds","BN000009MC","Oppenheimer","2013-03-20","","2018-08-24","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Invesco Ltd (OFI / OppenheimerFunds)","United States","","No","","Oppenheimer Global Real Estate I","Yes","Barings LLC;OppenheimerFunds Inc;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ivy LaSalle Global Risk-Mgd Rel Est I","","FS00009X69","0C00001ITZ","(Junk) Ivy Funds","BN0000095J","Ivy","2013-04-01","","2018-11-05","Merged","Delaware Global Real Estate I","US4658993260","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Ivy Investment Management Co","United States","","No","","Ivy LaSalle Global Risk-Mgd Rel Est Y","Yes","LaSalle Investment Management Securities LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ivy LaSalle Global Risk-Mgd Rel Est R","","FS00009X69","0C00001ITZ","(Junk) Ivy Funds","BN0000095J","Ivy","2013-04-01","","2018-11-05","Merged","Delaware Global Real Estate R","US4658993187","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Ivy Investment Management Co","United States","","No","","Ivy LaSalle Global Risk-Mgd Rel Est Y","Yes","LaSalle Investment Management Securities LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ivy LaSalle Global Risk-Mgd Rel Est Y","","FS00009X69","0C00001ITZ","(Junk) Ivy Funds","BN0000095J","Ivy","2013-04-01","","2018-11-05","Merged","Delaware Global Real Estate Y","US4658992924","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Ivy Investment Management Co","United States","","Yes","","Ivy LaSalle Global Risk-Mgd Rel Est Y","Yes","LaSalle Investment Management Securities LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ivy LaSalle Global Risk-Mgd Rel Est A","","FS00009X69","0C00001ITZ","(Junk) Ivy Funds","BN0000095J","Ivy","2013-04-01","","2018-11-05","Merged","Delaware Global Real Estate A","US4658993591","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Ivy Investment Management Co","United States","","No","","Ivy LaSalle Global Risk-Mgd Rel Est Y","Yes","LaSalle Investment Management Securities LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ivy LaSalle Global Risk-Mgd Rel Est B","","FS00009X69","0C00001ITZ","(Junk) Ivy Funds","BN0000095J","Ivy","2013-04-01","","2018-11-05","Merged","Delaware Ivy Lasalle Global Real Estt B","US4658993427","","","","","Open-End Fund","Sector Equity","US Fund Global Real Estate","No","No","No","","Ivy Investment Management Co","United States","","No","","Ivy LaSalle Global Risk-Mgd Rel Est Y","Yes","LaSalle Investment Management Securities LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
